vuln_id,whitelist,package,version_local,version_local_regex,version_nixpkgs,version_upstream,comment
CVE-2019-5443,True,curl,0.4.49,,,,"Incorrect package: scanned component is the Rust crate curl 0.4.49 in the build closure, not curl/libcurl; actual curl/libcurl derivations are scanned separately as curl 8.x."
CVE-2020-8284,True,curl,0.4.49,,,,"Incorrect package: scanned component is the Rust crate curl 0.4.49 in the build closure, not curl/libcurl; actual curl/libcurl derivations are scanned separately as curl 8.x."
CVE-2022-27776,True,curl,0.4.49,,,,False positive: generic package-name match for curl; scanner could not confirm a matching Repology version for the actual Nix package.
CVE-2022-27781,True,curl,0.4.49,,,,False positive: generic package-name match for curl; scanner could not confirm a matching Repology version for the actual Nix package.
CVE-2022-27782,True,curl,0.4.49,,,,False positive: generic package-name match for curl; scanner could not confirm a matching Repology version for the actual Nix package.
CVE-2022-32206,True,curl,0.4.49,,,,False positive: generic package-name match for curl; scanner could not confirm a matching Repology version for the actual Nix package.
CVE-2022-32221,True,curl,0.4.49,,,,False positive: generic package-name match for curl; scanner could not confirm a matching Repology version for the actual Nix package.
CVE-2022-35252,True,curl,0.4.49,,,,False positive: generic package-name match for curl; scanner could not confirm a matching Repology version for the actual Nix package.
CVE-2022-43552,True,curl,0.4.49,,,,False positive: generic package-name match for curl; scanner could not confirm a matching Repology version for the actual Nix package.
CVE-2023-28319,True,curl,0.4.49,,,,False positive: generic package-name match for curl; scanner could not confirm a matching Repology version for the actual Nix package.
CVE-2023-28320,True,curl,0.4.49,,,,False positive: generic package-name match for curl; scanner could not confirm a matching Repology version for the actual Nix package.
CVE-2023-28321,True,curl,0.4.49,,,,False positive: generic package-name match for curl; scanner could not confirm a matching Repology version for the actual Nix package.
CVE-2023-28322,True,curl,0.4.49,,,,False positive: generic package-name match for curl; scanner could not confirm a matching Repology version for the actual Nix package.
CVE-2008-0595,True,dbus,0.9.10,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2008-0595,True,dbus,1,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2008-3834,True,dbus,0.9.10,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2008-3834,True,dbus,1,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2008-4311,True,dbus,0.9.10,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2008-4311,True,dbus,1,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2009-1189,True,dbus,0.9.10,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2009-1189,True,dbus,1,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2019-12749,True,dbus,0.9.10,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2019-12749,True,dbus,1,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-42010,True,dbus,0.9.10,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-42010,True,dbus,1,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-42011,True,dbus,0.9.10,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-42011,True,dbus,1,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-42012,True,dbus,0.9.10,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-42012,True,dbus,1,,0.97,0.97,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2024-13278,True,Diff,1.0.2,,1.0.2,1.0.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-6507,True,dnsmasq,2.93,,2.93,2.93,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2015-2987,True,ed,1.22.5,,1.22.5,1.22.5,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-59729,True,ffmpeg,7.1.5,,8.1.2,8.1.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-59730,True,ffmpeg,7.1.5,,8.1.2,8.1.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-59731,True,ffmpeg,7.1.5,,8.1.2,8.1.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-59732,True,ffmpeg,7.1.5,,8.1.2,8.1.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-59733,True,ffmpeg,7.1.5,,8.1.2,8.1.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-59734,True,ffmpeg,7.1.5,,8.1.2,8.1.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-8461,True,ffmpeg,7.1.5,,8.1.2,8.1.2,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2003-1492,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2007-0896,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2007-1970,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2007-2176,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2007-3670,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2007-3827,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2007-4013,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2007-5967,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2007-6715,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2009-1597,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2009-4102,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2009-4129,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2009-4130,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2009-4630,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2011-0064,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2014-6492,True,firefox,153.0.1,,153.0.1,153.0.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2007-1397,True,fish,4.8.1,,4.8.1,4.8.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2015-1773,True,flex,2.6.4,,2.6.4,2.6.4,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-15276,True,fontforge,20251009,,20251009,20251009,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-15277,True,fontforge,20251009,,20251009,20251009,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-15278,True,fontforge,20251009,,20251009,20251009,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2020-26304,True,foundation,0.0.30,,0.0.30,0.0.30,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2019-14860,True,fuse,2.9.9,,3.10.0,,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2019-14860,True,fuse,2.9.9-closefrom-glibc-2-34.patch?id=8a970396fca7aca2d5a761b8e7a8242f1eef14c9,,3.10.0,,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2019-14860,True,fuse,3.18.2,,3.10.0,,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2019-14900,True,fuse,2.9.9,,3.10.0,,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2019-14900,True,fuse,2.9.9-closefrom-glibc-2-34.patch?id=8a970396fca7aca2d5a761b8e7a8242f1eef14c9,,3.10.0,,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2019-14900,True,fuse,3.18.2,,3.10.0,,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-40467,True,gawk,5.3.2,,5.4.1,5.4.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-40467,True,gawk,5.4.0,,5.4.1,5.4.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-40468,True,gawk,5.3.2,,5.4.1,5.4.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-40468,True,gawk,5.4.0,,5.4.1,5.4.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-40469,True,gawk,5.3.2,,5.4.1,5.4.1,Not applicable to this target: CVE is limited to 32-bit gawk builds; target host platform is x86_64-linux.
CVE-2026-40469,True,gawk,5.4.0,,5.4.1,5.4.1,Not applicable to this target: CVE is limited to 32-bit gawk builds; target host platform is x86_64-linux.
CVE-2026-40553,True,gawk,5.3.2,,5.4.1,5.4.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-40553,True,gawk,5.4.0,,5.4.1,5.4.1,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2002-2439,True,gcc,4.6.4,,15.3.0,16.1.0,Build-time bootstrap artifact: all current rows for this CVE/package key are gcc 4.6.4 bootstrap compiler derivations in the build closure; current gcc 15.x rows are scanned separately.
CVE-2015-5276,True,gcc,4.6.4,,15.3.0,16.1.0,Build-time bootstrap artifact: all current rows for this CVE/package key are gcc 4.6.4 bootstrap compiler derivations in the build closure; current gcc 15.x rows are scanned separately.
CVE-2018-12886,True,gcc,4.6.4,,15.3.0,16.1.0,Build-time bootstrap artifact: all current rows for this CVE/package key are gcc 4.6.4 bootstrap compiler derivations in the build closure; current gcc 15.x rows are scanned separately.
CVE-2019-15847,True,gcc,4.6.4,,15.3.0,16.1.0,Build-time bootstrap artifact: all current rows for this CVE/package key are gcc 4.6.4 bootstrap compiler derivations in the build closure; current gcc 15.x rows are scanned separately.
CVE-2021-37322,True,gcc,4.6.4,,15.3.0,16.1.0,Build-time bootstrap artifact: all current rows for this CVE/package key are gcc 4.6.4 bootstrap compiler derivations in the build closure; current gcc 15.x rows are scanned separately.
CVE-2023-4039,True,gcc,10.4.0,,15.3.0,16.1.0,Target-specific false positive: CVE is limited to GCC/Arm GNU Toolchain targeting AArch64; scanned component is an x86_64-linux build.
CVE-2023-4039,True,gcc,15.2.0,,15.3.0,16.1.0,Target-specific false positive: CVE is limited to GCC/Arm GNU Toolchain targeting AArch64; scanned component is an x86_64-linux build.
CVE-2023-4039,True,gcc,4.6.4,,15.3.0,16.1.0,Target-specific false positive: CVE is limited to GCC/Arm GNU Toolchain targeting AArch64; scanned component is an x86_64-linux build.
CVE-2026-5201,True,gdk-pixbuf,2.44.6,,2.44.6,2.44.7,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2018-1000110,True,git,2.54.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2018-1000110,True,git,2.55.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2018-1000182,True,git,2.54.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2018-1000182,True,git,2.55.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2019-1003010,True,git,2.54.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2019-1003010,True,git,2.55.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2020-2136,True,git,2.54.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2020-2136,True,git,2.55.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2021-21684,True,git,2.54.0,,2.55.0,2.55.0,"Incorrect package: Impacts Jenkins git plugin, not git. Issue gets included to the report due to vulnix's design decision to avoid false negatives with the cost of false positives: https://github.com/nix-community/vulnix/blob/f56f3ac857626171b95e51d98cb6874278f789d3/src/vulnix/vulnerability.py#L90-L96."
CVE-2021-21684,True,git,2.55.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-30947,True,git,2.54.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-30947,True,git,2.55.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-36882,True,git,2.54.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-36882,True,git,2.55.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-36883,True,git,2.54.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-36883,True,git,2.55.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-36884,True,git,2.54.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-36884,True,git,2.55.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-38663,True,git,2.54.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2022-38663,True,git,2.55.0,,2.55.0,2.55.0,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2021-3982,True,gnome-shell,50.2,,50.2,50.3,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2017-7476,True,gnulib,0a01f67,,,,Version false positive: CVE affects Gnulib before 2017-04-26; scanned revision 0a01f6737dc5666c730bdfe6a038da53a4156cc2 is from 2024-10-01.
CVE-2018-17942,True,gnulib,0a01f67,,,,Version false positive: CVE affects Gnulib before 2018-09-23; scanned revision 0a01f6737dc5666c730bdfe6a038da53a4156cc2 is from 2024-10-01.
CVE-2022-3219,True,gnupg,2.4.9,,2.4.9,2.5.21,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-32989,True,gnutls,3.8.13,,3.8.13,3.8.13,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-32990,True,gnutls,3.8.13,,3.8.13,3.8.13,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-1584,True,gnutls,3.8.13,,3.8.13,3.8.13,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-33845,True,gnutls,3.8.13,,3.8.13,3.8.13,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-3832,True,gnutls,3.8.13,,3.8.13,3.8.13,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-3833,True,gnutls,3.8.13,,3.8.13,3.8.13,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-42009,True,gnutls,3.8.13,,3.8.13,3.8.13,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2026-42010,True,gnutls,3.8.13,,3.8.13,3.8.13,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2023-49292,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2023-49292,True,go,1.24.13-linux-amd64-bootstrap,,1.26.5,1.26.5,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2023-49292,True,go,1.25.12,,1.26.5,1.26.5,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2023-49292,True,go,1.26.4,,1.26.5,1.26.5,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2023-49292,True,go,1.26.5,,1.26.5,1.26.5,False positive: scanner triage classified the Nixpkgs package/version as not affected based on Repology/upstream package data.
CVE-2025-0913,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Target-specific false positive: CVE describes Go os.OpenFile O_CREATE|O_EXCL behavior on Windows symlink targets; scanned component is the Linux amd64 bootstrap Go in an x86_64-linux target.
CVE-2025-22873,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-4674,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-47906,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-47907,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-47912,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-58185,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-58187,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-58188,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-58189,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-61723,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-61724,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-61726,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-61727,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-61728,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-61729,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-61730,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-61731,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-61732,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-68119,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2025-68121,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-25679,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-25679,True,go,1.24.13-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-27139,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-27139,True,go,1.24.13-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-27140,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-27140,True,go,1.24.13-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-27142,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-27142,True,go,1.24.13-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-27143,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-27143,True,go,1.24.13-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-27144,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-27144,True,go,1.24.13-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-32280,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-32280,True,go,1.24.13-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-32281,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-32281,True,go,1.24.13-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-32282,True,go,1.22.12-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
CVE-2026-32282,True,go,1.24.13-linux-amd64-bootstrap,,1.26.5,1.26.5,Build-time bootstrap artifact: all current rows for this CVE/package key are Go linux-amd64 bootstrap toolchain derivations in the build closure. Non-bootstrap Go rows remain active where they share a key.
